Player,Batting Form,Bowling Form,Fielding Form,Credits,Player Type,Team
Akash Madhwal,25.615532340103673,66.1389132965325,38.730906379893,7.0,BOWL,RR
Chetan Sakariya,25.651659507733733,61.59411560867121,41.83784279607797,6.0,BOWL,KKR
Rasikh Salam,20.453820979258758,48.81247874872493,43.96612546752806,6.5,BOWL,RCB
Anshul Kamboj,25.868422513514076,51.72417341213942,43.86096418336121,6.0,BOWL,CHE
Donovan Ferreira,38.008946786807215,52.618397937209565,42.9887970361555,7.0,ALL,DC
Jofra Archer,43.694534172050325,40.478206817409045,43.96612546752806,8.0,BOWL,RR
Varun Chakravarthy,21.436479938796328,83.60517256035362,49.27203757225434,9.0,BOWL,KKR
Spencer Johnson,27.90058653519211,48.46592358041483,45.77248384903095,6.5,BOWL,KKR
Harshit Rana,33.746334155049304,67.82960727643659,59.379675280516835,8.0,BOWL,KKR
Kumar Kartikeya,30.39421115266916,47.100263515810944,34.31539017341041,6.0,BOWL,RR
Josh Hazlewood,22.383011730703846,83.55018488609318,34.31539017341041,8.5,BOWL,RCB
Gerald Coetzee,27.927671068427372,62.69238150462497,41.83784279607797,7.0,BOWL,GT
Ravi Bishnoi,23.351219823189393,71.90129845290718,61.45167460047604,8.0,BOWL,LSG
Mukesh Choudhary,28.939231762068992,64.10134104219722,43.86096418336121,6.5,BOWL,CHE
Vaibhav Arora,24.31220248214893,67.6982212682761,41.17955202312139,6.5,BOWL,KKR
Pravin Dubey,30.312064132011187,61.919260117341736,35.479461293187796,6.0,BOWL,PBKS
Darshan Nalkande,30.528827137791534,59.33978034855561,41.83784279607797,6.5,BOWL,DC
Marco Jansen,25.24428340700442,71.18635243114588,52.781154369262154,8.0,ALL,PBKS
Mohammed Siraj,25.323763175790546,82.16656749404964,56.899651479088746,8.0,BOWL,GT
Jasprit Bumrah,30.991254883456275,77.00596531965388,50.21934568625138,9.0,BOWL,MI
Mitchell Santner,47.81223435906155,60.84734146548793,46.278264195851754,7.5,ALL,MI
Arshdeep Singh,26.21971693301598,79.42685311118669,48.69400289017341,8.5,BOWL,PBKS
Kagiso Rabada,42.38248044882694,64.69079394763686,40.24024566473989,8.5,BOWL,GT
Vyshak Vijaykumar,26.95671115266916,45.876296327779656,41.17955202312139,7.0,BOWL,PBKS
Lockie Ferguson,27.137346990819452,62.443099710982665,40.60151734104046,7.5,BOWL,PBKS
Harshal Patel,40.06943854131248,77.09160362121729,51.26381332879973,8.0,BOWL,SRH
Trent Boult,33.830170435226115,74.35236739204353,46.38186416184972,8.5,BOWL,MI
Jaydev Unadkat,33.34674621293604,57.75741040635907,35.479461293187796,7.0,BOWL,SRH
Anukul Sudhakar Roy,45.443917885073105,50.67475631871246,48.11885483962371,6.0,ALL,KKR
Deepak Chahar,54.825898928935736,73.55193811628698,38.50614161849711,8.0,BOWL,MI
Anrich Nortje,34.018711530855114,70.50307514624348,48.62975031052884,8.0,BOWL,KKR
Mohsin Khan,34.30772887189558,71.3990289034689,41.83784279607797,7.0,BOWL,LSG
Swapnil Singh,46.693917885073105,53.99123030715177,44.21712073557747,7.0,ALL,RCB
Arshad Khan,37.5285829649779,43.08180678340702,54.16939391363482,5.5,ALL,GT
Shahrukh Khan,37.5285829649779,43.08180678340702,54.16939391363482,7.5,ALL,GT
Abhinav Manohar,37.52204819789188,39.26300578034682,57.93458857531452,6.5,BAT,SRH
Sameer Rizvi,41.02388643318599,39.26300578034682,32.65354046242774,6.5,BAT,DC
Bhuvneshwar Kumar,34.48577227133629,76.78032556953417,44.21423410404624,8.0,BOWL,RCB
Wanindu Hasaranga,41.48859869092146,80.3331137368242,39.44544797687861,8.5,ALL,RR
Ravichandran Ashwin,47.62506375382523,70.96836747704863,57.71782556953417,8.0,ALL,CHE
Azmatullah Omarzai,48.746440411424686,43.15145783747025,31.063945086705203,7.5,ALL,PBKS
Arjun Tendulkar,36.186341588658586,57.12157225607005,35.479461293187796,5.0,BOWL,MI
Krunal Pandya,41.550068004080245,72.47242647058823,57.33317749064944,7.5,ALL,RCB
Yudhvir Singh Charak,49.31675025501531,48.76724186784541,39.7373519494503,6.5,ALL,RR
Vishnu Vinod,63.14351849392213,39.32389732446447,44.2371987631758,6.5,WK,PBKS
Kuldeep Yadav,44.54511645698742,85.83326249574975,48.04371387283237,8.5,BOWL,DC
Rahul Chahar,38.41900054819615,71.86868208265966,54.19333412555774,6.5,BOWL,SRH
Umran Malik,38.989809796751075,69.75163005953826,48.62975031052884,6.0,BOWL,KKR
Mayank Markande,40.10252655975685,66.7169479786134,43.86096418336121,6.0,BOWL,KKR
Akash Deep,40.31206413201119,56.175040464162535,43.86096418336121,7.0,BOWL,LSG
Manish Pandey,55.6092209282557,39.26300578034682,38.144869942196536,7.0,BAT,KKR
Romario Shepherd,52.67657684461068,48.36984302391477,39.7373519494503,7.0,ALL,RCB
Jitesh Sharma,64.77702099625978,39.26300578034682,87.44219653179191,7.5,WK,RCB
Ravisrinivasan Sai Kishore,44.22369092145529,80.63185353621216,51.914102346140766,7.0,BOWL,GT
Washington Sundar,53.167906324379466,53.66608579848125,48.11885483962371,7.0,ALL,GT
Deepak Hooda,45.92342103026182,37.03034682080925,58.0557208432506,7.0,BAT,CHE
Shahbaz Ahmed,50.175004250255014,37.41255100306019,45.08128612716763,7.0,ALL,LSG
Avesh Khan,36.01740479428766,60.998225518531115,38.72290462427746,8.0,BOWL,LSG
Harpreet Brar,42.060619045305984,70.97995375896024,55.20489481919937,6.5,BOWL,PBKS
Tim David,71.09598138388303,39.26300578034682,48.91076589595376,7.5,BAT,RCB
Rishabh Pant,52.75517468548112,39.26300578034682,87.04107871472289,9.0,WK,LSG
Anuj Rawat,69.27791155750594,39.32389732446447,68.18228546837811,6.5,WK,GT
Marcus Stoinis,59.40443301598097,50.271697551853116,43.13041907514451,8.0,ALL,PBKS
Pat Cummins,62.50451589595376,60.44234529071745,65.87459622577354,8.5,BOWL,SRH
Karn Sharma,44.05483869848518,62.82243930809318,48.62975031052884,6.5,BOWL,MI
Devdutt Padikkal,64.64478493709623,39.26300578034682,45.514812138728324,7.0,BAT,RCB
Tristan Stubbs,68.64847203332201,35.77726538592316,59.58846905814349,8.0,BAT,DC
Rahul Tripathi,60.331838660319626,39.26300578034682,41.974349710982665,7.5,BAT,CHE
Glenn Maxwell,39.72405219313159,71.94326972118327,62.41435736144169,8.5,ALL,PBKS
Glenn Phillips,66.96982085693435,40.11147719168028,42.002352153324324,8.0,BAT,GT
Rahmanullah Gurbaz,70.76635086386433,39.32389732446447,69.78633171115267,7.5,WK,KKR
Quinton de Kock,74.45410787147229,39.26300578034682,73.82692961577695,8.0,WK,KKR
Aiden Markram,64.94134648078885,37.333815028901725,48.91076589595376,8.0,ALL,LSG
Rovman Powell,68.40045669508464,40.19095696046641,55.224895505925474,7.0,BAT,KKR
Ajinkya Rahane,75.04526521591296,39.26300578034682,58.51262325739545,7.5,BAT,KKR
Sam Curran,52.00829862291738,43.59422815368922,55.021038762325745,7.5,ALL,CHE
Will Jacks,60.57973478408705,53.546519041142474,46.4950272016321,7.5,ALL,MI
Jos Buttler,80.80303255695341,39.26300578034682,63.956987419245166,9.0,WK,GT
Angkrish Raghuvanshi,70.43671370282217,39.26300578034682,50.83028731723904,6.5,BAT,KKR
Atharva Taide,69.03629484537365,26.773326902662937,49.95032903193703,6.5,BAT,SRH
Shubham Dubey,73.42963702822169,39.26300578034682,31.063945086705203,5.5,BAT,RR
Ashutosh Sharma,76.04912232233934,39.26300578034682,33.014812138728324,7.0,BAT,DC
Nehal Wadhera,71.05310693641619,36.184971098265905,44.21423410404624,7.5,BAT,PBKS
Vijay Shankar,61.38797390343421,30.115606936416185,56.39387113226794,6.5,BAT,CHE
Naman Dhir,66.06899226453588,42.29014365861951,58.65500680040802,6.5,ALL,MI
Hardik Pandya,56.368688371302284,69.99197764365863,63.714935396123764,9.0,ALL,MI
MS Dhoni,72.91517553553213,39.26300578034682,75.13908959537574,7.0,WK,CHE
Ramandeep Singh,65.17319789187351,27.1242774566474,57.69444916695002,7.5,ALL,KKR
K Nitish Reddy,70.05647526351581,31.02601156069364,53.86496939816389,8.0,ALL,SRH
Nitish Rana,81.46888813328799,43.745962257735464,45.22579479768786,7.5,ALL,RR
Ayush Badoni,68.52117689561373,38.634393063583815,66.60510880652839,7.0,BAT,LSG
Mahipal Lomror,71.73860698410198,29.201072567402825,55.73067585274629,6.5,BAT,GT
Abdul Samad,78.60214425365521,38.62068599115947,62.679998299898,6.5,BAT,LSG
Abishek Porel,72.0994134648079,39.26300578034682,49.011921965317924,6.5,WK,DC
David Miller,72.17432420945258,39.26300578034682,64.29297007820469,8.0,BAT,LSG
Mitchell Marsh,83.88393616116966,48.28034682080925,35.83273121387283,8.0,BAT,LSG
Philip Salt,80.69337597755865,39.26300578034682,65.45552108126488,8.5,WK,RCB
Shreyas Iyer,84.6211960217613,37.44219653179191,46.09284682080925,8.5,BAT,PBKS
Rahul Tewatia,69.28377890173411,28.208092485549134,67.90568684121047,7.0,ALL,GT
Axar Patel,73.72975816048964,58.91522866371982,69.06175620537232,9.0,ALL,DC
Shashank Singh,77.85415249914995,41.351156069364166,55.45456477388643,7.5,BAT,PBKS
Dhruv Jurel,81.44343973138388,39.26300578034682,64.31825909554574,7.5,WK,RR
Ravindra Jadeja,73.84371812308738,71.32337002720163,69.49528221693302,8.5,ALL,CHE
Moeen Ali,54.9112227983679,79.39678255695343,52.306719653179194,7.0,ALL,KKR
Rachin Ravindra,78.4586662699762,37.35549132947977,61.908577014620874,8.0,BAT,CHE
Riyan Parag,77.33758713022782,38.18567239034341,71.94396038762326,8.0,ALL,RR
Lokesh Rahul,75.35500255015302,39.26300578034682,80.61883713022783,9.0,WK,DC
Rohit Sharma,67.01478026181572,28.208092485549134,49.77781791907515,9.0,BAT,MI
Prabhsimran Singh,82.82110676640599,39.26300578034682,51.962767766065966,7.5,WK,PBKS
Devon Conway,79.76201560374872,39.32389732446447,59.91638951462088,8.0,WK,CHE
Sai Sudharsan,86.63087597755866,39.26300578034682,50.83028731723904,8.0,BAT,GT
Liam Livingstone,79.86160107106426,69.56084240054403,52.20311968718123,8.0,ALL,RCB
Venkatesh Iyer,60.93463107786467,31.936416184971097,52.306719653179194,8.0,BAT,KKR
Rinku Singh,70.36562818769127,39.26300578034682,63.04126997619858,7.5,BAT,KKR
Faf du Plessis,84.77154879292758,39.26300578034682,64.06823784427066,8.5,BAT,DC
Shimron Hetmyer,79.14197976878611,39.26300578034682,70.57112801768106,7.5,BAT,RR
Sunil Narine,79.00501530091805,73.75950994559673,50.78937861271677,9.0,ALL,KKR
Virat Kohli,81.26211322679362,39.26300578034682,54.474349710982665,9.0,BAT,RCB
Shivam Dube,77.64892893573614,26.52456647398844,66.96638048282898,8.0,BAT,CHE
Tilak Varma,77.55041865011901,35.27456647398844,71.2214170350221,8.0,BAT,MI
Ishan Kishan,90.26186883713022,40.23727048622918,74.13953587215232,8.0,WK,SRH
Rajat Patidar,85.33226368582115,39.26300578034682,46.743135838150295,8.0,BAT,RCB
Ruturaj Gaikwad,86.57392256035362,39.26300578034682,71.94396038762326,9.0,BAT,CHE
Travis Head,91.9326972118327,26.25722543352601,31.063945086705203,9.0,BAT,SRH
Shubman Gill,84.91063838830331,39.26300578034682,60.44011390683441,9.0,BAT,GT
Abhishek Sharma,77.92290037402243,47.46057888473308,50.78937861271677,8.5,ALL,SRH
Yashasvi Jaiswal,73.89721820809248,26.083815028901732,70.57112801768106,9.0,BAT,RR
Andre Russell,65.31074676980619,70.35362121727304,59.86207922475349,8.5,ALL,KKR
Sanju Samson,86.85821149268955,39.26300578034682,66.88764450867052,9.0,WK,RR
Heinrich Klaasen,88.85556570894255,39.26300578034682,76.80380822849372,9.0,WK,SRH
Suryakumar Yadav,90.0126976368582,39.26300578034682,52.306719653179194,9.0,BAT,MI
Nicholas Pooran,96.00667290037401,39.26300578034682,81.46708177490649,8.5,WK,LSG
Aaron Hardie,54.974264705882355,56.905392156862746,53.4059068627451,7.0,ALL,PBKS
Abhinandan Singh,25.54767106842737,65.91871098439375,38.5980162064826,5.0,BOWL,RCB
Ajay Mandal,54.974264705882355,56.905392156862746,53.4059068627451,6.5,ALL,DC
Aniket Verma,81.34191176470588,36.455,46.0625,5.0,BAT,SRH
Arshin Kulkarni,54.974264705882355,56.905392156862746,53.4059068627451,6.0,ALL,LSG
Aryan Juyal,68.35305606617646,39.325891544117646,66.03575367647059,5.5,WK,LSG
Ashok Sharma,25.54767106842737,65.91871098439375,38.5980162064826,5.0,BOWL,RR
Ashwani Kumar,20.248676470588236,74.51808823529413,43.83323529411765,5.5,BOWL,MI
Bevon Jacobs,64.84554340028694,37.057806671449065,53.74946197991392,6.0,BAT,MI
Corbin Bosch,54.974264705882355,56.905392156862746,53.4059068627451,6.0,ALL,MI
Digvesh Singh,20.248676470588236,74.27911764705883,43.83323529411765,5.0,BOWL,LSG
Eshan Malinga,25.54767106842737,65.91871098439375,38.5980162064826,6.0,BOWL,SRH
Gurjapneet Singh,25.54767106842737,65.91871098439375,38.5980162064826,6.0,BOWL,CHE
Harnoor Singh Pannu,64.84554340028694,37.057806671449065,53.74946197991392,5.0,BAT,PBKS
Himmat Singh,64.84554340028694,37.057806671449065,53.74946197991392,5.5,BAT,LSG
Jacob Bethell,64.84554340028694,37.057806671449065,53.74946197991392,7.0,BAT,RCB
Jamie Overton,54.974264705882355,56.905392156862746,53.4059068627451,6.5,ALL,CHE
Josh Inglis,68.35305606617646,39.325891544117646,66.03575367647059,7.5,WK,PBKS
KL Shrijith,68.35305606617646,39.325891544117646,66.03575367647059,6.0,WK,MI
Kamindu Mendis,64.84554340028694,37.057806671449065,53.74946197991392,7.0,BAT,SRH
Kamlesh Nagarkoti,25.54767106842737,65.91871098439375,38.5980162064826,6.0,BOWL,CHE
Karim Janat,54.974264705882355,56.905392156862746,53.4059068627451,6.0,ALL,GT
Karun Nair,64.84554340028694,37.057806671449065,53.74946197991392,7.0,BAT,DC
Kunal Singh Rathore,68.35305606617646,39.325891544117646,66.03575367647059,5.0,WK,RR
Lungi Ngidi,25.54767106842737,68.41871098439375,38.5980162064826,7.5,BOWL,RCB
Luvnith Sisodia,68.35305606617646,39.325891544117646,66.03575367647059,5.5,WK,KKR
Madhav Tiwari,54.974264705882355,56.905392156862746,53.4059068627451,5.0,ALL,DC
Manoj Bhandage,54.974264705882355,56.905392156862746,53.4059068627451,6.5,ALL,RCB
Manvanth Kumar L,54.974264705882355,56.905392156862746,53.4059068627451,5.5,ALL,DC
Matthew Breetzke,64.84554340028694,37.057806671449065,53.74946197991392,6.5,BAT,LSG
Musheer Khan,54.974264705882355,56.905392156862746,53.4059068627451,6.0,ALL,PBKS
Nishant Sindhu,54.974264705882355,56.905392156862746,53.4059068627451,6.0,ALL,GT
Prince Yadav,20.248676470588236,61.73316176470588,34.182500000000005,5.5,BOWL,LSG
Priyansh Arya,73.63051470588235,36.455,61.22794117647059,6.5,BAT,PBKS
Pyla Avinash,64.84554340028694,37.057806671449065,53.74946197991392,5.5,BAT,PBKS
Raj Angad Bawa,64.84554340028694,37.057806671449065,53.74946197991392,5.5,BAT,MI
Ramakrishna Ghosh,54.974264705882355,56.905392156862746,53.4059068627451,5.5,ALL,CHE
Robin Minz,45.294117647058826,39.265,52.8625,5.5,WK,MI
Ryan Rickelton,68.8235294117647,39.265,75.87720588235294,7.5,WK,MI
Sachin Baby,64.84554340028694,37.057806671449065,53.74946197991392,6.5,BAT,SRH
Satyanarayana Raju,45.606617647058826,57.87904411764706,54.383235294117654,5.5,ALL,MI
Shaik Rasheed,64.84554340028694,37.057806671449065,53.74946197991392,5.0,BAT,CHE
Sherfane Rutherford,72.06801470588235,36.455,46.0625,7.0,BAT,GT
Suryansh Shedge,37.62867647058824,43.55,44.7325,5.5,ALL,PBKS
Swastik Chikara,64.84554340028694,37.057806671449065,53.74946197991392,5.5,BAT,RCB
Tripurana Vijay,25.54767106842737,65.91871098439375,38.5980162064826,5.5,BOWL,DC
Vaibhav Suryavanshi,64.84554340028694,37.057806671449065,53.74946197991392,5.0,BAT,RR
Vansh Bedi,68.35305606617646,39.325891544117646,66.03575367647059,5.0,WK,CHE
Vignesh Puthur,43.04767106842738,65.91871098439375,38.5980162064826,5.0,BOWL,MI
Vipraj Nigam,69.22845588235295,58.09345588235294,43.83323529411765,5.0,BOWL,DC
Wiaan Mulder,54.974264705882355,56.905392156862746,53.4059068627451,7.0,ALL,SRH
Xavier Bartlett,25.54767106842737,65.91871098439375,38.5980162064826,6.5,BOWL,PBKS
Yuvraj Chaudhary,54.974264705882355,56.905392156862746,53.4059068627451,5.0,ALL,LSG
Zeeshan Ansari,25.54767106842737,65.91871098439375,38.5980162064826,5.5,BOWL,SRH
